,dish,Estimated_GI
5474,"
Chicken meat roll",50.0
5475,Dumpling stuffed with minced pork and eggplant,15.0
5476,Wax apple,50.0
5477,Coarse grain,40.0
5478,Bitter gourd,50.0
5479,Cowpea,50.0
5480,Steamed gluten,50.0
5481,Black fungus,50.0
5482,Peanut,50.0
5483,Tofu skin knot,50.0
5484,Soybean milk,50.0
5485,Steamed coarse grain bread,40.0
5486,Egg,30.0
5487,Cherry tomato,50.0
5488,Coarse grain,40.0
5489,Cowpea,50.0
5490,Pork rib,0.0
5491,Steamed gluten,50.0
5492,Tofu and fish soup,50.0
5493,Coarse grain,40.0
5494,Bitter gourd,50.0
5495,Hairtail,50.0
5496,Garlic sprout and pork,0.0
5497,Steamed gluten,50.0
5498,Fungus,50.0
5499,Peanut,50.0
5500,Soybean milk,50.0
5501,Egg,30.0
5502,Steamed coarse grain bread,40.0
5503,Dumpling stuffed with minced pork and eggplant,15.0
5504,Garlic sprout,50.0
5505,Needle mushroom,12.5
5506,Beef,50.0
5507,Coarse grain,40.0
5508,Milk,50.0
5509,Scallion pancake,50.0
5510,Egg,30.0
5511,Noodles,50.0
5512,Cabbage,50.0
5513,Dried bean curd,50.0
5514,Pickle,50.0
5515,Green soy bean,50.0
5516,Coarse grain,40.0
5517,Broad bean,50.0
5518,Beef,50.0
5519,Sea weed,50.0
5520,Cabbage,50.0
5521,Dried bean curd,50.0
5522,Soybean milk,50.0
5523,Egg,30.0
5524,Steamed coarse grain bread,40.0
5525,Coarse grain,40.0
5526,Kelp,50.0
5527,Broad bean,50.0
5528,Pumpkin,50.0
5529,Bean,50.0
5530,Cabbage,50.0
5531,Coarse grain,40.0
5532,Cowpea,50.0
5533,Pumpkin,50.0
5534,Beef,50.0
5535,Dried bamboo shoot and pork,0.0
5536,Scallion pancake,50.0
5537,Milllet porridge,50.0
5538,Salted egg,30.0
5539,Rice,50.0
5540,Fried shrimp with pepper,50.0
5541,Sweet potato leaves,50.0
5542,Rice,50.0
5543,Sweet potato leaves,50.0
5544,Shrimp,50.0
5545,Steamed coarse grain bread,40.0
5546,Boiled egg,30.0
5547,Tofu pudding,50.0
5548,Shredded radish and pork sauce,0.0
5549,Sweet potato,50.0
5550,Dumpling,50.0
5551,Coarse grain,40.0
5552,Cold needle mushroom,12.5
5553,Green soy bean,50.0
5554,Braised pork with dried bamboo shoot,0.0
5555,Beef,50.0
5556,Chinese cabbage,15.0
5557,Soybean milk,50.0
5558,Boiled egg,30.0
5559,Steamed coarse grain bread,40.0
5560,Coarse grain,40.0
5561,Spinach and egg soup,30.0
5562,Towel gourd and green soy bean,50.0
5563,Needle mushroom,12.5
5564,Dried bamboo shoot,50.0
5565,Beef,50.0
5566,Coarse grain,40.0
5567,Needle mushroom,12.5
5568,Steamed gluten,50.0
5569,Fungus,50.0
5570,"Green pepper, water bamboo and shredded pork",0.0
5571, Milk,50.0
5572,Boiled egg,30.0
5573,Steamed coarse grain bread,40.0
5574,Coarse grain,40.0
5575,Needle mushroom,12.5
5576,Steamed gluten,50.0
5577,Fungus,50.0
5578,Dried bamboo shoot,50.0
5579,Fish soup,50.0
5580,Cucumber,50.0
5581,Coarse grain,40.0
5582,Steamed gluten,50.0
5583,Fungus,50.0
5584,Onion,50.0
5585,Carrot and pepper,40.0
5586, Milk,50.0
5587,Boiled egg,30.0
5588,Steamed coarse grain bread,40.0
5589,Coarse grain,40.0
5590,Shrimp,50.0
5591,Onion,50.0
5592,Dried bamboo shoot and water bamboo,50.0
5593,Tomato and egg soup,30.0
5594,Coarse grain,40.0
5595,Cowpea,50.0
5596,Cabbage,50.0
5597,Pork,0.0
5598,Vermicelli,50.0
5599,Bitter gourd,50.0
5600,Steamed coarse grain bread,40.0
5601,Boiled egg,30.0
5602,Coarse grain,40.0
5603,Bitter gourd,50.0
5604,Cowpea,50.0
5605,Cabbage,50.0
5606,Vermicelli and pork,0.0
5607,Cake,50.0
5608,Coarse grain,40.0
5609,Bitter gourd,50.0
5610,Cabbage and vermicelli,50.0
5611,Pepper and kidney bean,50.0
5612,Chicken nugget,50.0
5613,Milk,50.0
5614,Boiled egg,30.0
5615,Steamed coarse grain bread,40.0
5616,Wax apple,50.0
5617,Shepherd's purse and meat stuffed dumplings,50.0
5618,Yogurt,50.0
5619,Green vegetable,50.0
5620,Snow pea,50.0
5621,Pork rib,0.0
5622,Coarse grain,40.0
5623,Egg,30.0
5624,Rice cake,50.0
5625,Peanut,50.0
5626,Millet porridge,50.0
5627,Wax apple,50.0
5628,Vegetable ball,50.0
5629,Yogurt,50.0
5630,Coarse grain,40.0
5631,Shredded radish and coriander,50.0
5632,Bean sprouts,50.0
5633,"Celery, carrot, bamboo shoots and red sausage",40.0
5634,Soybean milk,50.0
5635,Egg,30.0
5636,Peanuts with vinegar,50.0
5637,Black rice cake,50.0
5638,Fruit,50.0
5639,Vegetable ball,50.0
5640,Pork rib,0.0
5641,Bean sprouts,50.0
5642,Yogurt,50.0
5643,Sweet potato,50.0
5644,Fried hairtail,50.0
5645,Vegetable,50.0
5646,Coarse grain,40.0
5647,Tomato and egg soup,30.0
5648,Black rice cake,50.0
5649,Egg,30.0
5650,Peanuts with vinegar,50.0
5651,Milk,50.0
5652,Vegetable ball,50.0
5653,"Onion, pepper and carrot",40.0
5654,Pork rib,0.0
5655,Celery and carrot,40.0
5656,Yogurt,50.0
5657,Sweet potato,50.0
5658,Coarse grain,40.0
5659,Cabbage and vermicelli,50.0
5660,"Green pepper, onion and carrot",40.0
5661,Salted duck,50.0
5662,Egg,30.0
5663,Steamed bread stuffed with Shepherd's purse and meat,50.0
5664,Peanuts with vinegar,50.0
5665,Soybean milk,50.0
5666,Coarse grain steamed bread,40.0
5667,Vegetable,50.0
5668,Coriander and shredded radish,50.0
5669,Boiled duck,50.0
5670,Yogurt,50.0
5671,Sweet potato,50.0
5672,Coarse grain,40.0
5673,Coriander and radish shreds,50.0
5674,"Green pepper, tofu skin knot and red sausage",50.0
5675,Pork stuffed tofu skin,0.0
5676,Coarse grain,40.0
5677,Egg,30.0
5678,Peanuts with vinegar,50.0
5679,Millet porridge,50.0
5680,Cucumber,50.0
5681,Fried leek,50.0
5682,Boiled shrimp,50.0
5683,Rice,50.0
5684,Rice,50.0
5685,Spinach,50.0
5686,Fried egg with leek,30.0
5687,Braised mutton,50.0
5688,Coarse grain steamed bread,40.0
5689,Egg,30.0
5690,Peanuts with vinegar,50.0
5691,Buckwheat dough,50.0
5692,Spinach,50.0
5693,Needle mushroom salad,12.5
5694,Rice,50.0
5695,Yogurt,50.0
5696,Nut biscuit,50.0
5697,fungus with vegetable,50.0
5698,Steamed bean curd roll,50.0
5699,Shredded radish with coriander,50.0
5700,Coarse grain,40.0
5701,Salted shrimp,50.0
5702,Coarse grain steamed bread,40.0
5703,Egg,30.0
5704,Peanuts with vinegar,50.0
5705,Soybean milk,50.0
5706,Kiwi fruit,50.0
5707,Cucumber salad,50.0
5708,Steamed bean curd roll,50.0
5709,Fungus with vegetable,50.0
5710,Vegetable ball,50.0
5711,Yogurt,50.0
5712,Sweet potato,50.0
5713,Coarse grain,40.0
5714,"Celery, dried bean, carrot, and shredded pork",20.0
5715,Sweet and sour lotus root,50.0
5716,Coarse grain steamed bread,40.0
5717,Egg,30.0
5718,Millet porridge,50.0
5719,Peanuts with vinegar,50.0
5720,Kiwi fruit,50.0
5721,"Celery, dried bean and carrot",40.0
5722,"Sweet and sour lotus root, shredded radish",50.0
5723,Mutton and vegetable,50.0
5724,Vegetable ball,50.0
5725,Yogurt,50.0
5726,Sweet potato,50.0
5727,Vegetable,50.0
5728,Shredded radish,50.0
5729,"Broccoli, dried bean curd and shredded carrot",40.0
5730,Coarse grain,40.0
5731,Black rice cake,50.0
5732,Egg,30.0
5733,Peanuts with vinegar,50.0
5734,Soybean milk,50.0
5735,Stir fried vegetable,50.0
5736,"Broccoli, dried bean, carrot and shredded pork",20.0
5737,Vegetable ball,50.0
5738,Yogurt,50.0
5739,Sweet potato,50.0
5740,Hairtail,50.0
5741,Vegetable,50.0
5742,"Cabbage, carrot, and vermicelli",40.0
5743,Coarse grain,40.0
5744,Egg,30.0
5745,Black rice cake,50.0
5746,Peanuts with vinegar,50.0
5747,Millet porridge,50.0
5748,Coarse grain,40.0
5749,Shredded radish,50.0
5750,Fried vegetable,50.0
5751,Cabbage and vermicelli,50.0
5752,Yogurt,50.0
5753,Sweet potato,50.0
5754,Coarse grain,40.0
5755,Shredded radish and coriander,50.0
5756,"Celery, shredded carrot and bamboo shoots",40.0
5757,Potato and beef,50.0
5758,Coarse grain steamed bread,40.0
5759,Egg,30.0
5760,Peanuts with vinegar,50.0
5761,Soybean milk,50.0
5762,Fungus with vegetable,50.0
5763,"Onion, pepper and beef",50.0
5764,"Shredded radish, dried bean curd and shredded pork",0.0
5765,Coarse grain,40.0
5766,Yogurt,50.0
5767,Fried shrimp,50.0
5768,Pork stuffed tofu skin,0.0
5769,Fungus and vegetable,50.0
5770,Coarse grain,40.0
5771,Egg,30.0
5772,Coarse grain steamed bread,40.0
5773,Peanuts with vinegar,50.0
5774,Buckwheat noodles,50.0
5775,Rice,50.0
5776,Fried vegetable,50.0
5777,Tofu,50.0
5778,Stir fried vegetable,50.0
5779,Mutton,50.0
5780,Tofu,50.0
5781,Rice,50.0
5782,Coarse grain steamed bread,40.0
5783,Egg,30.0
5784,Peanuts with vinegar,50.0
5785,Buckwheat noodles,50.0
5786,Dumpling stuffed with Shepherd's purse and pork,0.0
5787,Egg,30.0
5788,Coarse grain steamed bread,40.0
5789,Peanuts with vinegar,50.0
5790,Soybean milk,50.0
5791,Wax gourd,50.0
5792,Kelp,50.0
5793,Egg soup,30.0
5794,Cucumber,50.0
5795,"Wonton stuffed with Shepherd's purse, mushroom and pork",28.333333333333332
5796,Banana,50.0
5797,Nut,50.0
5798,Yogurt,50.0
5799,Soybean,50.0
5800,Chickpea,50.0
5801,Peanuts,50.0
5802,Walnuts,50.0
5803,Coix seed,50.0
5804,Soybean milk,50.0
5805,Egg,30.0
5806,Lettuce,50.0
5807,Bacon and asparagus,50.0
5808,Tomato,50.0
5809,Rice,50.0
5810,Bean sprouts,50.0
5811,Steamed bean curd roll,50.0
5812,Celery,50.0
5813,Tomato,50.0
5814,Apple,50.0
5815,Asparagus,50.0
5816,Broccoli,50.0
5817,Quail egg,30.0
5818,Shrimp,50.0
5819,Banana,50.0
5820,Millet mung bean porridge,50.0
5821,Whole wheat bread,50.0
5822,Beef and ham,50.0
5823,"Spinach, king oyster mushroom, pine nut",12.5
5824,Broccoli,50.0
5825,Shrimp,50.0
5826,Milk and egg,30.0
5827,Tomato,50.0
5828,Pea seedling,50.0
5829,Cooked pea,50.0
5830,Steamed bun stuffed with carrot,40.0
5831,Boiled egg in tea,30.0
5832,Milk,50.0
5833,Milk and egg,30.0
5834,Banana,50.0
5835,Beef,50.0
5836,Lettuce salad,50.0
5837,Cucumber,50.0
5838,Cucumber,50.0
5839,Sweet potato and purple sweet potato,50.0
5840,Corn,50.0
5841,Soybean milk,50.0
5842,Beef,50.0
5843,Apple,50.0
5844,Milk cereal,50.0
5845,Banana,50.0
5846,Steamed bean curd roll,50.0
5847,Quail egg,30.0
5848,Tomato,50.0
5849,Soybean milk,50.0
5850,Beef bun,50.0
5851,Stinky tofu,50.0
5852,Millet mung bean porridge,50.0
5853,Pumpkin chicken,50.0
5854,Egg,30.0
5855,Coarse grain,40.0
5856,Bean sprout,50.0
5857,Fish,50.0
5858,Razor clam,50.0
5859,Boiled chicken and pumpkin pie,50.0
5860,Tomato,50.0
5861,Milk,50.0
5862,Chicken breast,50.0
5863,King oyster mushroom and asparagus,12.5
5864,Corn,50.0
5865,Steamed meatfilled bun,50.0
5866,Chocolate,50.0
5867,Steamed vegetable bun,50.0
5868,Mushroom,12.5
5869,Fungus,50.0
5870,Radish,50.0
5871,Oil tofu,50.0
5872,Noodles,50.0
5873,Vegetable,50.0
5874,Pork,0.0
5875,Scallops,50.0
5876,Chinese cabbage,15.0
5877,Rice,50.0
5878,Steamed vegetable bun,50.0
5879,Lotus nut,50.0
5880,Noodles,50.0
5881,Vegetable,50.0
5882,Sea cucumber,50.0
5883,"
Abalone",50.0
5884,Noodles,50.0
5885,"Mung bean sprouts, egg dumpling, pork, Pleurotus Eryngii and shredded dry bean curd",15.0
5886,Steamed vegetable bun,50.0
5887,Egg,30.0
5888,Biscuit,50.0
5889,Chocolate,50.0
5890,Wonton,72.5
5891,Milk,50.0
5892,Pumpkin,50.0
5893,Pigeon,50.0
5894,Beef,50.0
5895,Cucumber,50.0
5896,Mung bean sprouts,50.0
5897,Seaweed,50.0
5898,Steamed vegetable bun,50.0
5899,Pumpkin,50.0
5900,Egg,30.0
5901,Egg,30.0
5902,Rice,50.0
5903,Fungus,50.0
5904,Steamed bean curd roll,50.0
5905,Pigeon,50.0
5906,Beef,50.0
5907,Pleurotus Eryngii,50.0
5908,Noodles,50.0
5909,Pigeon meat,50.0
5910,Fungus,50.0
5911,Milk,50.0
5912,Wontonwonton,72.5
5913,Wax gourd,50.0
5914,Rice,50.0
5915,Pigeon meat,50.0
5916,Abalones,50.0
5917,Wax gourd,50.0
5918,Tomato,50.0
5919,Cucumber,50.0
5920,Chocolate,50.0
5921,Steamed vegetable bun,50.0
5922,Lotus nut,50.0
5923,Red date,50.0
5924,Egg,30.0
5925,Wonton,72.5
5926,Noodles,50.0
5927,Lotus nut,50.0
5928,Wax gourd soup,50.0
5929,Pigeon meat,50.0
5930,Abalone,50.0
5931,Crayfish,50.0
5932,Mung bean sprouts,50.0
5933,Vegetable,50.0
5934,Maran beans mixed with dried spices,50.0
5935,Biscuit,50.0
5936,Noodles,50.0
5937,Wax gourd,50.0
5938,Pigeon,50.0
5939,Egg,30.0
5940,Steamed vegetable bun,50.0
5941,Abalone,50.0
5942,Wax gourd soup,50.0
5943,Noodles,50.0
5944,Asparagus,50.0
5945,Sticky rice cake,50.0
5946,Fried clam with egg,30.0
5947,Wonton,72.5
5948,Steamed vegetable bun,50.0
5949,Lotus nut,50.0
5950,Red date,50.0
5951,Skimmed milk,50.0
5952,Sliced beef,50.0
5953,Shrimp,50.0
5954,Fungus,50.0
5955,Sliced wax gourd,50.0
5956,Rice,50.0
5957,Yogurt,50.0
5958,Biscuit,50.0
5959,Noodles,50.0
5960,Laver and wax gourd soup,50.0
5961,Sliced beef,50.0
5962,Pumpkin,50.0
5963,Beef,50.0
5964,"Laver, wax gourd and shrimp soup",50.0
5965,Rice,50.0
5966,Rice,50.0
5967,Yellow croaker,50.0
5968,Fungus,50.0
5969,Mung bean sprouts,50.0
5970,Yogurt,50.0
5971,Biscuit,50.0
5972,Noodles,50.0
5973,"Wax gourd, radish, dried bamboo shoot and dried tofu",50.0
5974,Mushroom,12.5
5975,Steamed bean curd roll,50.0
5976,Milk,50.0
5977,Noodles,50.0
5978,Fungus,50.0
5979,Pork,0.0
5980,Tomato,50.0
5981,Fungus,50.0
5982,Needle mushroom,12.5
5983,Rice,50.0
5984,Crawfish,50.0
5985,Pork,0.0
5986,Mung bean sprouts,50.0
5987,Cucumber,50.0
5988,Fried clam,50.0
5989,Noodles,50.0
5990,Cucumber,50.0
5991,Vegetable,50.0
5992,Beef,50.0
5993,Clam,50.0
5994,Bamboo shoots,50.0
5995,Green tea,50.0
5996,Noodles,50.0
5997,Crawfish,50.0
5998,Vegetable,50.0
5999,Steamed bean curd roll,50.0
6000,Yellow croaker,50.0
6001,Wax gourd and scallops,50.0
6002,Laver soup,50.0
6003,Eggplant,30.0
6004,Mung bean sprouts,50.0
6005,Noodles,50.0
6006,Wax gourd and scallops,50.0
6007,Laver and vegetable soup,50.0
6008,Fungus and needle mushroom,12.5
6009,Steamed bean curd roll,50.0
6010,Wax gourd and abalone,50.0
6011,Vegetable soup,50.0
6012,Fish,50.0
6013,Milk,50.0
6014,Steamed bean curd roll,50.0
6015,Noodles,50.0
6016,Vegetable,50.0
6017,Steamed bean curd roll,50.0
6018,Mushroom,12.5
6019,Pigeon meat,50.0
6020,Abalone,50.0
6021,Rice,50.0
6022,Yogurt,50.0
6023,Noodles,50.0
6024,Vegetable and pigeon soup,50.0
6025,Wax gourd,50.0
6026,Pigeon meat,50.0
6027,Abalone,50.0
6028,Bread,50.0
6029,Tomato,50.0
6030,Steamed bread,50.0
6031,Coffee,50.0
6032,Rice,50.0
6033,Vegetable,50.0
6034,Rice in soup,50.0
6035,Egg,30.0
6036,Pickle,50.0
6037,Fish,50.0
6038,Pork,0.0
6039,Bitter gourd and carrot,40.0
6040,Yellow rice wine,50.0
6041,Buckwheat bread,50.0
6042, Whole wheat bread,50.0
6043,Fish,50.0
6044,Bitter gourd and carrot,40.0
6045,Rice,50.0
6046,Rice in soup,50.0
6047,Egg,30.0
6048,Pickle,50.0
6049,Buckwheat bread,50.0
6050,Fish,50.0
6051,Yellow rice wine,50.0
6052,Cabbage,50.0
6053, Whole wheat bread,50.0
6054,Rice,50.0
6055,Fish,50.0
6056,Vegetable,50.0
6057,Rice in soup,50.0
6058,Pickle,50.0
6059,Buckwheat bread,50.0
6060,Fish,50.0
6061,Vegetable,50.0
6062,Asparagus,50.0
6063,Yellow rice wine,50.0
6064,Whole wheat bread,50.0
6065,Rice,50.0
6066,Vegetable,50.0
6067,Rice in soup,50.0
6068,Pickle,50.0
6069, Buckwheat steamed bun,50.0
6070,Fish,50.0
6071,Vegetable,50.0
6072,Yellow rice wine,50.0
6073, Bread,50.0
6074, Rice,50.0
6075,Vegetable,50.0
6076,Fish,50.0
6077,Meatball,50.0
6078,Rice in soup,50.0
6079,Pickle,50.0
6080,Buckwheat bread,50.0
6081,Vegetable,50.0
6082,Yellow rice wine,50.0
6083,Rice,50.0
6084,Fish,50.0
6085,Vegetable,50.0
6086,Meatball,50.0
6087,Rice in soup,50.0
6088,Pickle,50.0
6089,Buckwheat bread,50.0
6090,Fish,50.0
6091,Meatball,50.0
6092,Vegetable,50.0
6093,Yellow rice wine,50.0
6094, Bread,50.0
6095, Rice,50.0
6096,Meatball,50.0
6097,Fish,50.0
6098,Vegetable,50.0
6099,Rice in soup,50.0
6100,Pickle,50.0
6101, Buckwheat bread,50.0
6102,Asparagus,50.0
6103,Fish,50.0
6104,Meatball,50.0
6105,Yellow rice wine,50.0
6106, Bread,50.0
6107, Rice,50.0
6108,Fish,50.0
6109,Meatball,50.0
6110,Vegetable,50.0
6111,Rice in soup,50.0
6112,Pickle,50.0
6113, Buckwheat bread,50.0
6114,Fish,50.0
6115,Meatball,50.0
6116,Vegetable,50.0
6117,Yellow rice wine,50.0
6118, Bread,50.0
6119,Rice,50.0
6120,Fish,50.0
6121,Meatball,50.0
6122,Vegetable,50.0
6123,Rice in soup,50.0
6124,Pickle,50.0
6125, Buckwheat bread,50.0
6126,Yellow rice wine,50.0
6127,Fish,50.0
6128,Vegetable,50.0
6129,Beef,50.0
6130, Bread,50.0
6131, Rice,50.0
6132,Fish,50.0
6133,Beef,50.0
6134,Vegetable,50.0
6135,Rice in soup,50.0
6136,Pickle,50.0
6137, Buckwheat bread,50.0
6138,Yellow rice wine,50.0
6139,Meatball,50.0
6140,Asparagus,50.0
6141,Beef,50.0
6142, Bread,50.0
6143, Rice,50.0
6144,Meatball,50.0
6145,Beef,50.0
6146,Asparagus,50.0
6147,Rice in soup,50.0
6148,Pickle,50.0
6149,Buckwheat bread,50.0
6150,Yellow rice wine,50.0
6151,Meatball,50.0
6152,Herring,50.0
6153,Crown daisy,50.0
6154,Bread,50.0
6155,Rice,50.0
6156,Fish,50.0
6157,Crown daisy,50.0
6158,Milk,50.0
6159,Egg,30.0
6160,Black sesame and walnut cereal paste,50.0
6161, Buckwheat pancake with egg,30.0
6162, Fried bean sprouts with leek,50.0
6163,Shredded pork with garlic,0.0
6164,Beef,50.0
6165,Tomato soup,50.0
6166, Milk,50.0
6167,Egg,30.0
6168,Black sesame and walnut cereal paste,50.0
6169,Coarse grain pancake,40.0
6170,Tomato and wax gourd soup,50.0
6171,Steamed vegetable bun,50.0
6172,Radish,50.0
6173,Milk,50.0
6174,Steamed vegetable bun,50.0
6175,Black sesame and walnut paste,50.0
6176,Celery,50.0
6177,Fish,50.0
6178,Radish,50.0
6179,Egg,30.0
6180,Black sesame and walnut cereal paste,50.0
6181, Mushroom soup,12.5
6182,Pancake,50.0
6183,Crucian carp and radish soup,50.0
6184,Cabbage,50.0
6185,Egg,30.0
6186,Black sesame and walnut cereal paste,50.0
6187,Rye bread,50.0
6188,Wonton,72.5
6189,Shredded carrot,40.0
6190,Pumpkin,50.0
6191,Egg,30.0
6192,Black sesame and walnut cereal paste,50.0
6193,Rye bread,50.0
6194,Shrimps,50.0
6195,Poached egg,30.0
6196,Shredded carrot,40.0
6197,Egg,30.0
6198,Black sesame and  walnut cereal paste,50.0
6199,Rye bread,50.0
6200,Noodles and spinach soup 1 bowl,50.0
6201,Mutton,50.0
6202,Goose feet,50.0
6203,Peanuts,50.0
6204,Fish,50.0
6205,Dumpling,50.0
6206,Black sesame and walnut cereal paste,50.0
6207,Rye bread,50.0
6208, Mutton noodle soup,50.0
6209, Beef,50.0
6210,Spring roll,50.0
6211,Towel gourd,50.0
6212,Orange 1,50.0
6213,Egg,30.0
6214,Black sesame and walnut cereal paste,50.0
6215,Rye bread,50.0
6216, Steamed bread,50.0
6217,Shredded lettuce,50.0
6218,Laver soup,50.0
6219,Vegetable,50.0
6220,Shredded radish,50.0
6221,Yam,50.0
6222,Egg,30.0
6223,Black sesame and walnut cereal paste,50.0
6224,Steamed bread,50.0
6225,Wonton,72.5
6226,Egg,30.0
6227,Black sesame and walnut cereal paste,50.0
6228, Noodles,50.0
6229,Taro,50.0
6230,Garlic,50.0
6231,Chicken feet,50.0
6232,Egg,30.0
6233,Black sesame and walnut cereal paste,50.0
6234,Steamed bun,50.0
6235, Dumpling,50.0
6236,Chicken feet,50.0
6237,Taro,50.0
6238,Fried rice with egg,30.0
6239,Egg,30.0
6240,Black sesame and walnut cereal paste,50.0
6241,Pancake,50.0
6242,Egg soup,30.0
6243,Crab,50.0
6244,Taro,50.0
6245,"
Wax gourd soup",50.0
6246,Beef with green pepper,50.0
6247,Cucumber,50.0
6248,Noodles,50.0
6249, Milk,50.0
6250,Dendrobium candidum,50.0
6251,Rice,50.0
6252,Pastry,50.0
6253,Beef,50.0
6254,Vegetable,50.0
6255,Fish,50.0
6256,Cucumber,50.0
6257,Braised pork in brown sauce,0.0
6258,Shredded beef,50.0
6259,Steamed gluten,50.0
6260,Milk,50.0
6261,Milk,50.0
6262,Egg,30.0
6263,Bread,50.0
6264,Dendrobium candidum,50.0
6265,Peanut,50.0
6266,Apple,50.0
6267,Mung bean sprouts,50.0
6268,Fungus,50.0
6269,Three yellow chicken,50.0
6270,Duck gizzards,50.0
6271,Rice,50.0
6272,Wonton,72.5
6273,Three yellow chicken,50.0
6274,Lettuce,50.0
6275,Milk,50.0
6276,Milk,50.0
6277,Egg,30.0
6278,Bread,50.0
6279,Dendrobium candidum,50.0
6280,Peanut,50.0
6281,Cucumber,50.0
6282,Fungus,50.0
6283,Braised pork in brown sauce,0.0
6284,Rice,50.0
6285,Bamboo shoots,50.0
6286,Cucumber,50.0
6287,Black fungus,50.0
6288,Braised pork in brown sauce,0.0
6289,Rice,50.0
6290,Milk,50.0
6291,Biscuit,50.0
6292,Bread,50.0
6293,Milk,50.0
6294,Egg,30.0
6295,Peanut,50.0
6296,Tomato and sliced fish,50.0
6297,Broccoli,50.0
6298,Cucumber,50.0
6299,Pork,0.0
6300,Tomato and sliced fish,50.0
6301,Broccoli,50.0
6302,Cucumber,50.0
6303,Braised pork in brown sauce,0.0
6304,Steamed bread,50.0
6305,Milk,50.0
6306,Salted duck egg,30.0
6307,Rice,50.0
6308,Crown daisy,50.0
6309,"
Kelp",50.0
6310,Carrot,40.0
6311,Shrimp skin,50.0
6312,Mushroom,12.5
6313,"
Crab cream",50.0
6314,Rice,50.0
6315,"
Cucumber",50.0
6316,Carrot,40.0
6317,Mushroom,12.5
6318,Shrimp skin,50.0
6319,Fermented milk,50.0
6320,Egg,30.0
6321,Scallion pancake,50.0
6322,Wonton,72.5
6323,Eggplant,30.0
6324,Hairtail,50.0
6325,Taro,50.0
6326,Wonton,72.5
6327,Cucumber,50.0
6328,Egg,30.0
6329,Soymilk,50.0
6330,Red date,50.0
6331,Walnuts and sesame,50.0
6332,Cereal,50.0
6333,Loquat,50.0
6334,Corn,50.0
6335,Cucumber,50.0
6336,Fried hairtail,50.0
6337,Soybean and dried radish,50.0
6338,Soymilk,50.0
6339,Red date,50.0
6340,Walnut and sesame,50.0
6341,Cereal,50.0
6342,Loquat,50.0
6343,Egg,30.0
6344, Steamed bread,50.0
6345,Leeks and smoked bean curd,50.0
6346,Towel gourd fried egg,30.0
6347,Oil gluten,50.0
6348,Carrot,40.0
6349,Mushroom,12.5
6350,Steamed bread,50.0
6351,Stir fried vegetable with scallion oil,50.0
6352,Baby Chinese cabbage,15.0
6353,Soybean and dried radish,50.0
6354,Fermented milk,50.0
6355,Egg,30.0
6356,Taro,50.0
6357, Rice,50.0
6358,Celery,50.0
6359,Dried shrimp skin and cabbage,50.0
6360,Rice,50.0
6361,Celery,50.0
6362,Dried shrimp skin and cabbage,50.0
6363,Apple,50.0
6364, Yogurt,50.0
6365,Sweet potato,50.0
6366,Egg,30.0
6367,Lettuce,50.0
6368,Soybean,50.0
6369,Rice,50.0
6370,Fish,50.0
6371,Rice,50.0
6372,Soybean and dried radish,50.0
6373,Lettuce,50.0
6374,Egg,30.0
6375,Soymilk,50.0
6376,Red date,50.0
6377,Walnut and sesame,50.0
6378,Chinese wolfberry,50.0
6379,Sweet potato,50.0
6380, Rice,50.0
6381,Hairtail,50.0
6382,Potato and tomato,50.0
6383,"Green pepper, smoked bean curd and carrot",40.0
6384,Mushroom,12.5
6385,Cucumber,50.0
6386,Rice,50.0
6387,Cucumber,50.0
6388,"Green pepper, carrot and  mushroom",26.25
6389,Coffee and milk,50.0
6390,Steamed bun,50.0
6391,Rice,50.0
6392,Steak,50.0
6393,Scrambled egg with bitter gourd,30.0
6394,Wax gourd and green soybean,50.0
6395,Vegetable,50.0
6396,Rice,50.0
6397,Wax gourd and green soybean,50.0
6398,Vegetable,50.0
6399,Scrambled egg with bitter gourd,30.0
6400,Egg,30.0
6401,Fermented bean curd,50.0
6402,"Coix seed, red bean and lotus nut",50.0
6403,Wonton,72.5
6404,Cucumber,50.0
6405,Green pepper,50.0
6406,Mushroom,12.5
6407,Smoked bean curd,50.0
6408,Water bamboo,50.0
6409,Carrot,40.0
6410,Green soybean,50.0
6411,Green pepper,50.0
6412,Mushroom,12.5
6413,Smoked bean curd 2,50.0
6414,Water bamboo,50.0
6415,Carrot,40.0
6416,Green soybean,50.0
6417,Potato and tomato,50.0
6418,Rice,50.0
6419,Yogurt,50.0
6420,Sweet potato,50.0
6421,Poached egg,30.0
6422,Cucumber,50.0
6423,Water bamboo and other vegetables,50.0
6424,Cold noodles,50.0
6425,Vegetable,50.0
6426, Yogurt,50.0
6427,Sweet potato,50.0
6428,Milk,50.0
6429,Corn,50.0
6430,Milk,50.0
6431,Egg,30.0
6432,Fungus,50.0
6433,Rice dumpling,50.0
6434, Rice,50.0
6435,Cucumber,50.0
6436,Shrimp meatball soup,50.0
